,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
1978,Toyota,Land Cruiser,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,Used,35000,Riyadh,210000,False
1979,Chevrolet,Caprice,2015,Saudi,Black,Full,6.0,Gas,Automatic,Used,172000,Riyadh,108000,False
1980,Honda,Accord,2016,Gulf Arabic,Red,Semi Full,2.4,Gas,Automatic,Used,80000,Riyadh,69000,False
1981,Toyota,Prado,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,Used,5000,Riyadh,153000,False
1982,Lexus,IS,2018,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,131,Riyadh,166000,False
1983,Honda,Accord,2017,Gulf Arabic,Blue,Full,2.5,Gas,Automatic,Used,75000,Riyadh,90000,False
1984,Ford,Expedition,2017,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,90000,Riyadh,97000,False
1985,Lexus,ES,2018,Gulf Arabic,Brown,Full,2.4,Gas,Automatic,Used,20000,Riyadh,126000,False
1986,Ford,Edge,2017,Gulf Arabic,Blue,Standard,3.5,Gas,Automatic,Used,82000,Riyadh,80000,False
1987,Lexus,RX,2016,Saudi,Golden,Full,3.5,Gas,Automatic,Used,104000,Riyadh,148000,False
1988,Ford,Flex,2015,Saudi,Grey,Semi Full,3.5,Gas,Automatic,Used,167000,Riyadh,53000,False
1989,Nissan,Altima,2017,Saudi,White,Standard,,Gas,Automatic,Used,40000,Riyadh,59000,False
1990,Ford,Explorer,2017,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,94000,Riyadh,82000,False
1991,Ford,Expedition,2016,Saudi,White,Standard,3.5,Gas,Automatic,Used,103000,Riyadh,83000,False
1992,Toyota,Hiace,2016,Other,White,Standard,,Gas,Manual,Used,99999,Riyadh,69000,False
1993,Chevrolet,Impala,2019,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,16000,Riyadh,95000,False
1994,Mercedes,C,2017,Other,Black,Full,2.0,Gas,Automatic,Used,86000,Jeddah,105000,False
1995,Nissan,Datsun,1984,Saudi,White,Standard,,Gas,Manual,Used,248000,Riyadh,7000,False
1996,Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,Used,65000,Jeddah,57000,False
1997,Honda,Civic,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,122,Jeddah,43000,False
1998,Mercedes,Viano,2013,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,154000,Jeddah,45000,False
1999,Hyundai,Senta fe,2016,Saudi,Brown,Standard,3.3,Gas,Automatic,Used,134000,Riyadh,48000,False
2000,Toyota,Prado,2013,Saudi,White,Semi Full,,Gas,Manual,Used,186000,Riyadh,55000,False
2001,Mazda,CX9,2014,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,123000,Riyadh,42000,False
2002,Ford,Taurus,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,154706,Riyadh,69500,False
2003,Nissan,X-Trail,2018,Saudi,Brown,Standard,2.5,Gas,Automatic,Used,30507,Riyadh,69500,False
2004,Audi,A3,2016,Saudi,Red,Semi Full,1.4,Gas,Automatic,Used,70278,Riyadh,69500,False
2005,Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,Used,57482,Riyadh,69500,False
2006,Toyota,Land Cruiser,2014,Saudi,White,Full,,Gas,Automatic,Used,495000,Qassim,Negotiable,True
2007,Hyundai,Accent,2014,Other,Another Color,Standard,,Gas,Manual,Used,252000,Taef,20000,False
2008,Chevrolet,Tahoe,2015,Saudi,Black,Standard,5.3,Gas,Automatic,Used,121000,Riyadh,92000,False
2009,Ford,Flex,2014,Saudi,Silver,Standard,3.5,Gas,Automatic,Used,142000,Jazan,Negotiable,True
2010,GMC,Yukon,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,Used,170000,Arar,102000,False
2011,Chevrolet,Tahoe,2009,Saudi,Bronze,Standard,5.7,Gas,Automatic,Used,422000,Riyadh,Negotiable,True
2012,Hyundai,Sonata,2017,Other,Black,Semi Full,1.7,Diesel,Automatic,Used,82190,Qassim,63000,False
2013,Land Rover,Range Rover,2019,Other,White,,,Gas,Automatic,Used,36000,Riyadh,400000,False
2014,Kia,Cores,2015,Saudi,Another Color,Full,3.5,Gas,Automatic,Used,75000,Dammam,75000,False
2015,Isuzu,D-MAX,2010,Saudi,White,Standard,2.5,Diesel,Manual,Used,380000,Dammam,29000,False
2016,Lexus,IS,2018,Saudi,Another Color,Full,3.5,Gas,Automatic,Used,54000,Jeddah,275000,False
2017,Geely,Emgrand,2014,Saudi,Silver,Full,1.6,Gas,Automatic,Used,108800,Dammam,12000,False
2018,Audi,S8,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,Used,42000,Dammam,229000,False
2019,Hyundai,Azera,2016,Other,White,Full,3.0,Gas,Automatic,Used,111000,Dammam,86000,False
2020,GMC,Yukon,2007,Saudi,Black,Full,5.3,Gas,Automatic,Used,235000,Dammam,65000,False
2021,Hyundai,Elantra,2016,Other,White,Standard,1.6,Diesel,Automatic,Used,55000,Riyadh,48000,False
2022,Hyundai,Senta fe,2016,Saudi,White,Full,3.3,Gas,Automatic,Used,157000,Al-Ahsa,69000,False
2023,Toyota,Rav4,2016,Saudi,Black,Standard,,Gas,Automatic,Used,231000,Jubail,52000,False
2024,Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,Used,119000,Dammam,Negotiable,True
2025,GMC,Yukon,2016,Saudi,Golden,Semi Full,5.5,Gas,Automatic,Used,145000,Al-Medina,100000,False
2026,Toyota,Camry,2017,Saudi,Another Color,Full,,Gas,Automatic,Used,166,Riyadh,55000,False
2027,Nissan,Patrol,2020,Saudi,White,Semi Full,,Gas,Automatic,Used,28000,Dammam,Negotiable,True
2028,Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,Used,13000,Riyadh,Negotiable,True
2029,Chevrolet,Caprice,2013,Saudi,White,Standard,,Gas,Automatic,Used,247,Riyadh,Negotiable,True
2030,Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,Used,106377,Riyadh,69500,False
2031,Toyota,Hiace,2017,Saudi,White,Standard,2.7,Gas,Manual,Used,133148,Riyadh,70000,False
2032,Toyota,Hiace,2017,Saudi,White,Standard,2.7,Gas,Manual,Used,134007,Riyadh,70000,False
2033,Hyundai,Kona,2020,Saudi,Grey,Semi Full,2.0,Gas,Automatic,Used,30271,Riyadh,70000,False
2034,Hyundai,H1,2016,Saudi,White,Standard,2.4,Gas,Automatic,Used,154000,Al-Ahsa,54000,False
2035,Chevrolet,Tahoe,2016,Saudi,Silver,Semi Full,5.3,Gas,Automatic,Used,104000,Al-Ahsa,112000,False
2036,Ford,Edge,2017,Saudi,Black,Semi Full,,Gas,Automatic,Used,92000,Riyadh,81000,False
2037,Toyota,Land Cruiser,2018,Saudi,White,Full,5.7,Gas,Automatic,Used,142000,Jeddah,245000,False
2038,Hyundai,Elantra,2016,Other,White,Full,1.6,Diesel,Automatic,Used,101715,Qassim,52000,False
2039,Aston Martin,Vantage,2012,Saudi,Blue,Full,6.0,Gas,Manual,Used,880,Dammam,550000,False
2040,Nissan,Bus Urvan,2009,Saudi,White,Standard,2.5,Gas,Manual,Used,173000,Dammam,25000,False
2041,Chevrolet,Caprice,2013,Saudi,Black,Full,5.7,Gas,Automatic,Used,148316,Dammam,65000,False
2042,MG,RX8,2020,Saudi,Grey,Semi Full,2.0,Gas,Automatic,Used,19000,Jeddah,88000,False
2043,Ford,Expedition,2013,Saudi,Black,Standard,,Gas,Automatic,Used,145000,Riyadh,38000,False
2044,Audi,A8,2018,Gulf Arabic,Red,Full,3.0,Gas,Automatic,Used,44500,Dammam,310000,False
2045,Nissan,Z370,2020,Saudi,Grey,Full,3.7,Gas,Manual,Used,3000,Dammam,129000,False
2046,GMC,Yukon,2019,Saudi,Another Color,Standard,5.3,Gas,Automatic,Used,83000,Jeddah,165000,False
2047,Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Automatic,Used,2500,Dammam,105000,False
2048,Chevrolet,Tahoe,2012,Saudi,White,Standard,5.3,Gas,Automatic,Used,61000,Jeddah,80000,False
2049,Suzuki,APV,2016,Saudi,White,Standard,1.6,Gas,Manual,Used,124000,Dammam,Negotiable,True
2050,Jaguar,XJR,2013,Saudi,Black,Full,,Gas,Automatic,Used,130000,Al-Medina,85000,False
2051,GMC,Yukon,2014,Saudi,Golden,Standard,,Gas,Automatic,Used,256000,Najran,Negotiable,True
2052,Toyota,Land Cruiser,2020,Saudi,Black,Full,,Gas,Automatic,Used,18000,Riyadh,285000,False
2053,Toyota,Land Cruiser,2014,Saudi,Brown,Full,,Gas,Automatic,Used,164,Riyadh,Negotiable,True
2054,GMC,Savana,2007,Saudi,Blue,Standard,,Gas,Automatic,Used,63000,Al-Medina,75000,False
2055,Toyota,Hilux,1995,Saudi,White,Full,,Gas,Manual,Used,900000,Jeddah,14000,False
2056,Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,Used,119000,Dammam,32000,False
2057,Hyundai,Tucson,2018,Saudi,Blue,Standard,2.0,Gas,Automatic,Used,17002,Jeddah,70500,False
2058,Honda,Accord,2017,Saudi,Black,Full,2.4,Gas,Automatic,Used,139806,Riyadh,71500,False
2059,Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,Used,122084,Riyadh,71500,False
2060,Hyundai,Sonata,2018,Saudi,Navy,Semi Full,2.4,Gas,Automatic,Used,65325,Riyadh,71500,False
2061,Lexus,ES,2016,Saudi,Bronze,Semi Full,3.4,Gas,Automatic,Used,154000,Dammam,88000,False
2062,Ford,Taurus,2016,Other,White,Semi Full,,Gas,Automatic,Used,102000,Dammam,72000,False
2063,Dodge,Charger,2015,Other,Blue,Full,5.7,Gas,Automatic,Used,119000,Dammam,105000,False
2064,Ford,Taurus,2018,Other,Black,Semi Full,3.5,Gas,Automatic,Used,107000,Dammam,77000,False
2065,Mercedes,S,2006,Saudi,White,Full,3.0,Gas,Automatic,Used,435000,Dammam,39000,False
2066,Ford,Taurus,2016,Other,Brown,Full,,Gas,Automatic,Used,91000,Dammam,70000,False
2067,Toyota,Avalon,2015,Other,White,Semi Full,,Gas,Automatic,Used,80000,Dammam,86000,False
2068,Lexus,ES,2016,Other,Another Color,Full,3.5,Gas,Automatic,Used,87000,Dammam,119000,False
2069,GMC,Acadia,2014,Saudi,Black,Full,3.6,Gas,Automatic,Used,193000,Dammam,58000,False
2070,GMC,Yukon,2014,Saudi,White,Full,5.3,Gas,Automatic,Used,327000,Dammam,77000,False
2071,Lexus,RC,2015,Other,White,Full,3.3,Gas,Automatic,Used,139000,Dammam,121000,False
2072,Ford,Taurus,2018,Other,Black,Full,3.5,Gas,Automatic,Used,92000,Dammam,93000,False
2073,Ford,Mustang,2019,Other,Red,Full,2.3,Gas,Automatic,Used,41000,Dammam,123000,False
2074,Ford,Mustang,2016,Gulf Arabic,Yellow,Full,5.0,Gas,Manual,Used,50000,Dammam,127000,False
2075,GMC,Yukon,2013,Saudi,Silver,Standard,5.3,Gas,Automatic,Used,292000,Dammam,74000,False
2076,Porsche,Panamera,2011,Saudi,Brown,Full,3.0,Gas,Automatic,Used,113000,Dammam,99000,False
2077,Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,Used,77000,Dammam,139000,False
2078,Cadillac,Escalade,2016,Other,Grey,Full,,Gas,Automatic,Used,114000,Dammam,179000,False
2079,Chevrolet,Camaro,2018,Other,Silver,Full,3.6,Gas,Automatic,Used,89000,Dammam,109000,False
2080,Ford,Marquis,2010,Other,Silver,Full,5.0,Gas,Automatic,Used,270000,Riyadh,19000,False
2081,Mazda,CX9,2016,Other,White,Full,2.5,Gas,Automatic,Used,104000,Dammam,105000,False
2082,Cadillac,Escalade,2016,Other,Grey,Full,6.2,Gas,Automatic,Used,114000,Dammam,175000,False
2083,Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,Used,19000,Dammam,143000,False
2084,Mercedes,S,2013,Saudi,White,Full,3.0,Gas,Automatic,Used,110000,Dammam,113000,False
2085,Chevrolet,Camaro,2017,Other,Silver,Full,3.6,Gas,Automatic,Used,99000,Dammam,109000,False
2086,Chevrolet,Caprice,2015,Saudi,Silver,Standard,6.0,Gas,Automatic,Used,147374,Riyadh,71500,False
2087,Audi,A6,2013,Saudi,Grey,Semi Full,3.0,Gas,Automatic,Used,74924,Riyadh,71500,False
2088,Lincoln,MKZ,2013,Saudi,Black,Semi Full,3.7,Gas,Automatic,Used,98100,Riyadh,71500,False
2089,Hyundai,Sonata,2018,Saudi,Silver,Full,2.4,Gas,Automatic,Used,84315,Riyadh,72500,False
2090,Ford,Taurus,2015,Other,Grey,Full,3.5,Gas,Automatic,Used,100000,Dammam,79000,False
2091,Chevrolet,Traverse,2016,Other,White,Full,3.5,Gas,Automatic,Used,154000,Dammam,85000,False
2092,Chevrolet,Silverado,2018,Saudi,White,Standard,5.3,Gas,Automatic,Used,57000,Dammam,89000,False
2093,Ford,Taurus,2016,Other,White,Full,3.5,Gas,Automatic,Used,129000,Dammam,74000,False
2094,Ford,Fusion,2015,Saudi,Black,Semi Full,2.5,Gas,Automatic,Used,157000,Dammam,47000,False
2095,Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,Used,77000,Dammam,139000,False
2096,Ford,Taurus,2015,Other,White,Full,3.5,Gas,Automatic,Used,96000,Dammam,85000,False
2097,Ford,Taurus,2018,Other,Bronze,Full,3.5,Gas,Automatic,Used,59000,Dammam,91000,False
2098,Ford,Taurus,2015,Other,Red,Full,3.5,Gas,Automatic,Used,122000,Dammam,69000,False
2099,Ford,Taurus,2018,Other,Black,Semi Full,3.5,Gas,Automatic,Used,100000,Dammam,89000,False
2100,Chrysler,S300,2018,Other,Silver,Full,3.6,Gas,Automatic,Used,105000,Dammam,119000,False
2101,Chevrolet,Malibu,2016,Saudi,Black,Standard,,Gas,Automatic,Used,170,Riyadh,20000,False
2102,Mercedes,E,2013,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,Used,196000,Jeddah,Negotiable,True
2103,INFINITI,QX,2019,Saudi,Grey,Full,,Gas,Automatic,Used,19800,Riyadh,130000,False
2104,Toyota,FJ,2010,Saudi,White,Semi Full,4.5,Gas,Automatic,Used,220,Riyadh,Negotiable,True
2105,Hyundai,Elantra,2015,Saudi,Silver,Full,2.0,Gas,Automatic,Used,270000,Jeddah,27000,False
2106,Nissan,Armada,2006,Saudi,Navy,Semi Full,,Gas,Automatic,Used,100000,Jeddah,12000,False
2107,Toyota,Land Cruiser 70,2019,Saudi,White,Full,,Gas,Manual,Used,89000,Riyadh,90000,False
2108,Chevrolet,Blazer,2015,Saudi,Silver,Standard,,Gas,Automatic,Used,180000,Jubail,40000,False
2109,Mitsubishi,Pajero,2016,Saudi,Brown,Semi Full,3.5,Gas,Automatic,Used,122000,Riyadh,50000,False
2110,Ford,Expedition,2007,Other,Black,Semi Full,4.5,Gas,Automatic,Used,365000,Dammam,Negotiable,True
2111,Mercedes,S,2003,Gulf Arabic,White,Full,,Gas,Automatic,Used,440000,Tabouk,16000,False
2112,Lexus,LX,2015,Saudi,Grey,Full,5.7,Gas,Automatic,Used,97000,Taef,192000,False
2113,Kia,Cadenza,2018,Saudi,Navy,Full,3.3,Gas,Automatic,Used,148884,Riyadh,65000,False
2114,Kia,Cadenza,2018,Saudi,White,Standard,3.3,Gas,Automatic,Used,155652,Riyadh,72500,False
2115,Chevrolet,Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,Used,63118,Riyadh,73500,False
2116,Ford,Taurus,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,Used,81165,Riyadh,74000,False
2117,Hyundai,Senta fe,2018,Saudi,Brown,Semi Full,3.3,Gas,Automatic,Used,143405,Riyadh,74500,False
2118,Hyundai,Azera,2019,Saudi,White,Standard,3.0,Gas,Automatic,Used,56000,Riyadh,77000,False
2119,Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Automatic,Used,132000,Al-Medina,Negotiable,True
2120,Chevrolet,Spark,2020,Saudi,White,Standard,,Gas,Automatic,Used,16000,Riyadh,27000,False
2121,Volkswagen,CC,2012,Saudi,Black,Full,2.0,Gas,Automatic,Used,210000,Al-Ahsa,27000,False
2122,Toyota,Coaster,2017,Saudi,White,Semi Full,,Gas,Manual,Used,181,Dammam,Negotiable,True
2123,Chevrolet,Silverado,2018,Saudi,White,Semi Full,8.0,Gas,Automatic,Used,97000,Dammam,83000,False
2124,Toyota,Prado,2017,Saudi,White,Semi Full,6.0,Gas,Automatic,Used,256,Dammam,Negotiable,True
2125,Hyundai,Elantra,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,70000,Aseer,57000,False
2126,Toyota,Hilux,2018,Gulf Arabic,White,Full,,Gas,Manual,Used,84620,Makkah,Negotiable,True
2127,Kia,Carnival,2019,Saudi,Navy,Semi Full,,Gas,Automatic,Used,100,Riyadh,2487,False
2128,Toyota,Avanza,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,38500,Al-Baha,Negotiable,True
2129,Toyota,Corolla,2013,Saudi,Black,Standard,1.4,Gas,Manual,Used,400000,Abha,Negotiable,True
2130,Toyota,Corolla,2013,Saudi,Grey,Standard,1.4,Gas,Manual,Used,421000,Abha,Negotiable,True
2131,Honda,Accord,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,91000,Jeddah,Negotiable,True
2132,Mitsubishi,Pajero,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,125000,Jeddah,Negotiable,True
2133,Toyota,Land Cruiser,2016,Saudi,White,Full,4.8,Gas,Automatic,Used,70000,Tabouk,Negotiable,True
2134,Hyundai,Elantra,2021,Saudi,Silver,Full,1.7,Gas,Automatic,Used,2600,Makkah,95000,False
2135,Ford,Marquis,2001,Saudi,White,Standard,4.6,Gas,Automatic,Used,350000,Aseer,6000,False
2136,Ford,Taurus,2013,Other,Blue,Full,3.7,Gas,Automatic,Used,267000,Jeddah,Negotiable,True
2137,Mercedes,E,2017,Other,Red,Semi Full,,Gas,Automatic,Used,33000,Dammam,185000,False
2138,Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,37000,Qassim,Negotiable,True
2139,Nissan,Patrol,2015,Saudi,White,Full,4.8,Gas,Automatic,Used,130000,Dammam,82000,False
2140,Nissan,Sunny,2020,Saudi,Grey,Full,1.5,Gas,Automatic,Used,1300,Dammam,43000,False
2141,Chevrolet,Optra,2008,Saudi,Silver,Semi Full,1.3,Gas,Automatic,Used,155,Jeddah,Negotiable,True
2142,Toyota,C-HR,2020,Saudi,Silver,Full,2.0,Gas,Automatic,Used,11000,Dammam,90000,False
2143,Toyota,Camry,2017,Saudi,White,Full,2.5,Gas,Automatic,Used,95794,Riyadh,74500,False
2144,Ford,Taurus,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,Used,91355,Riyadh,74500,False
2145,Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,Used,79159,Riyadh,75000,False
2146,Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,Used,124628,Riyadh,75000,False
2147,Nissan,Datsun,2013,Saudi,White,Standard,,Gas,Manual,Used,340,Qassim,26000,False
2148,BYD,S7,2018,Other,Brown,Semi Full,2.0,Gas,Automatic,Used,138000,Aseer,Negotiable,True
2149,Mercedes,C,2020,Other,White,Full,3.0,Gas,Automatic,Used,33000,Jeddah,235000,False
2150,GMC,Yukon,2012,Saudi,Another Color,Semi Full,1.5,Gas,Automatic,Used,65000,Makkah,80000,False
2151,Nissan,Patrol,1998,Saudi,Green,Semi Full,,Gas,Manual,Used,143,Makkah,Negotiable,True
2152,Great Wall,Wingle,2021,Saudi,White,Full,2.0,Diesel,Manual,Used,18000,Qassim,Negotiable,True
2153,Hyundai,Elantra,2016,Saudi,Grey,Full,2.0,Gas,Automatic,Used,97000,Al-Medina,42000,False
2154,Nissan,Sunny,2007,Other,Grey,Semi Full,2.8,Gas,Manual,Used,300020,Abha,15000,False
2155,Toyota,Hilux,2007,Saudi,White,Full,,Diesel,Manual,Used,445250,Wadi Dawasir,50000,False
2156,Toyota,Innova,2020,Saudi,Silver,Standard,2.7,Gas,Automatic,Used,24552,Riyadh,76500,False
2157,Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,Used,105558,Riyadh,76500,False
2158,Dodge,Charger,2017,Saudi,Black,Standard,3.6,Gas,Automatic,Used,122178,Riyadh,76500,False
2159,Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,Used,92132,Riyadh,76500,False
2160,GMC,Yukon,2011,Saudi,Brown,Standard,5.3,Gas,Automatic,Used,293,Abha,47000,False
2161,Mitsubishi,Pajero,2016,Saudi,White,Full,3.8,Gas,Automatic,Used,200,Riyadh,56000,False
2162,Toyota,Camry,2018,Saudi,Brown,Full,,Hybrid,Automatic,Used,98000,Jubail,Negotiable,True
2163,Jeep,Grand Cherokee,2014,Saudi,Silver,Semi Full,3.6,Gas,Automatic,Used,245000,Al-Namas,55000,False
2164,GMC,Terrain,2013,Saudi,Grey,Semi Full,,Gas,Automatic,Used,240000,Jeddah,30000,False
2165,Toyota,Land Cruiser,2020,Gulf Arabic,White,Full,4.6,Gas,Automatic,Used,21000,Riyadh,Negotiable,True
2166,Mercedes,S,2016,Saudi,White,Full,4.7,Gas,Automatic,Used,95165,Riyadh,Negotiable,True
2167,Mercedes,E,2014,Saudi,Grey,Semi Full,3.5,Gas,Automatic,Used,95000,Dammam,98000,False
2168,Kia,Mohave,2014,Saudi,White,Full,3.8,Gas,Automatic,Used,200350,Al-Ahsa,40000,False
2169,Lexus,LX,2014,Gulf Arabic,White,Full,,Gas,Automatic,Used,88000,Qassim,207000,False
2170,GMC,Yukon,2015,Saudi,White,Full,5.3,Gas,Automatic,Used,182600,Riyadh,Negotiable,True
2171,GMC,Yukon,2015,Saudi,White,Full,5.3,Gas,Automatic,Used,132800,Riyadh,Negotiable,True
2172,Toyota,Land Cruiser,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,Used,48259,Riyadh,Negotiable,True
2173,Chevrolet,Colorado,2013,Saudi,Brown,Standard,,Gas,Manual,Used,202000,Al-Medina,23000,False
2174,Toyota,Camry,2020,Saudi,White,Full,3.5,Gas,Automatic,Used,6500,Yanbu,Negotiable,True
2175,Chevrolet,Caprice,2007,Saudi,Red,Full,1.0,Gas,Automatic,Used,3187031,Riyadh,Negotiable,True
2176,Kia,Rio,2015,Saudi,White,Standard,1.6,Gas,Automatic,Used,182000,Riyadh,21000,False
2177,Chevrolet,Malibu,2019,Saudi,White,Semi Full,1.5,Gas,Automatic,Used,50000,Riyadh,Negotiable,True
2178,GMC,Savana,1999,Other,Red,Full,1.5,Gas,Automatic,Used,200000,Jeddah,11500,False
2179,GMC,Yukon,2017,Saudi,Brown,Standard,5.3,Gas,Automatic,Used,39000,Taef,142000,False
2180,Toyota,Land Cruiser,1999,Gulf Arabic,White,Semi Full,1.1,Gas,Manual,Used,300000,Taef,Negotiable,True
2181,Nissan,Sunny,2019,Saudi,White,Semi Full,1.5,Gas,Automatic,Used,43210,Riyadh,Negotiable,True
2182,Hyundai,H1,2020,Saudi,White,Standard,2.4,Gas,Automatic,Used,32000,Riyadh,Negotiable,True
2183,Toyota,Cressida,1996,Gulf Arabic,White,Semi Full,,Gas,Manual,Used,60000,Al-Medina,Negotiable,True
2184,Toyota,Avalon,2013,Saudi,Red,Full,3.5,Gas,Automatic,Used,101000,Jeddah,70000,False
2185,Mazda,6,2019,Saudi,Blue,Standard,2.5,Gas,Automatic,Used,71187,Riyadh,76500,False
2186,Honda,Accord,2014,Saudi,Red,Semi Full,2.4,Gas,Automatic,Used,59200,Riyadh,76500,False
2187,Dodge,Charger,2016,Saudi,Red,Semi Full,3.6,Gas,Automatic,Used,165407,Riyadh,76500,False
2188,Ford,Expedition,2014,Saudi,Grey,Standard,5.4,Gas,Automatic,Used,16682,Riyadh,76500,False
2189,Hyundai,Tucson,2015,Saudi,Grey,Standard,2.0,Gas,Automatic,Used,69000,Jeddah,45000,False
2190,Nissan,Maxima,2011,Saudi,Black,Semi Full,,Gas,Automatic,Used,355000,Jeddah,20000,False
2191,Ford,Fusion,2015,Saudi,Brown,Full,2.5,Gas,Automatic,Used,200000,Riyadh,49000,False
2192,Mercedes,C,2015,Saudi,Silver,Full,,Gas,Automatic,Used,110000,Riyadh,Negotiable,True
2193,Chevrolet,Traverse,2011,Other,Silver,Standard,,Gas,Automatic,Used,100000,Besha,20000,False
2194,Kia,Optima,2015,Saudi,White,Full,2.4,Gas,Automatic,Used,129744,Al-Medina,49500,False
2195,Toyota,Yaris,2019,Saudi,Brown,Semi Full,1.6,Gas,Automatic,Used,50000,Dammam,40000,False
2196,Lexus,IS,2018,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,131000,Riyadh,166000,False
2197,Ford,Taurus,2016,Other,Grey,Full,3.5,Gas,Automatic,Used,115000,Dammam,71000,False
2198,Hyundai,Elantra,2015,Saudi,Grey,Full,2.0,Gas,Automatic,Used,169,Aseer,30000,False
2199,Hyundai,Elantra,2020,Saudi,Silver,Semi Full,2.0,Gas,Automatic,Used,27000,Abha,1010,False
2200,Nissan,Armada,2010,Other,Black,Full,,Gas,Automatic,Used,300000,Riyadh,Negotiable,True
2201,Nissan,Datsun,1993,Saudi,White,Full,2.5,Gas,Manual,Used,600000,Riyadh,Negotiable,True
2202,Genesis,G80,2019,Saudi,Silver,Semi Full,3.8,Gas,Automatic,Used,35000,Riyadh,220000,False
2203,Mercedes,C,2019,Gulf Arabic,Silver,Semi Full,3.0,Gas,Automatic,Used,5000,Riyadh,187000,False
2204,Lexus,LX,2020,Gulf Arabic,Grey,Full,5.7,Gas,Automatic,Used,12000,Riyadh,430000,False
2205,Honda,Accord,2008,Saudi,Golden,Standard,2.4,Gas,Automatic,Used,197000,Abha,20000,False
2206,GMC,Suburban,2004,Other,Oily,Standard,1.1,Gas,Automatic,Used,212,Riyadh,14000,False
2207,Mercedes,S,2006,Saudi,Black,Full,,Gas,Automatic,Used,228000,Taef,45000,False
2208,Porsche,Macan,2018,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,Used,36000,Jeddah,210000,False
2209,Toyota,Camry,2015,Saudi,Black,Full,,Gas,Automatic,Used,297,Dammam,Negotiable,True
2210,Chevrolet,Silverado,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,Used,88000,Dammam,85000,False
2211,Mercedes,C,2017,Saudi,Grey,Full,4.0,Gas,Automatic,Used,80000,Dammam,270000,False
2212,Mercedes,CL,2011,Saudi,Navy,Full,4.0,Gas,Automatic,Used,60000,Dammam,170000,False
2213,Ford,Taurus,2017,Saudi,Blue,Standard,3.5,Gas,Automatic,Used,128439,Riyadh,76500,False
2214,Dodge,Durango,2017,Saudi,White,Standard,3.6,Gas,Automatic,Used,102608,Riyadh,76500,False
2215,Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,Used,175559,Riyadh,76500,False
2216,Hyundai,Azera,2019,Saudi,White,Standard,3.0,Gas,Automatic,Used,61294,Riyadh,76500,False
2217,Mercedes,G,2017,Saudi,White,Full,4.0,Gas,Automatic,Used,113000,Dammam,330000,False
2218,Hyundai,Sonata,2015,Saudi,Silver,Full,2.0,Gas,Automatic,Used,300000,Riyadh,Negotiable,True
2219,Ford,Expedition,2014,Saudi,White,Semi Full,,Gas,Automatic,Used,200,Riyadh,Negotiable,True
